reference,objet_marche,maitre_ouvrage_nom,maitre_ouvrage_adresse,maitre_ouvrage_telephone,maitre_ouvrage_fax,budget,date_publication,delai_execution_total,delai_execution_phase1,delai_execution_phase2,documents_requis_administratif,documents_requis_technique,documents_requis_financier,conditions_participation,chef_de_mission_diplome,chef_de_mission_experience,chef_de_mission_competences,expert_exploitation_diplome,expert_exploitation_experience,expert_exploitation_competences,expert_maintenance_diplome,expert_maintenance_experience,expert_maintenance_competences,note_technique,note_financiere,note_minimale,ponderation_technique,ponderation_financiere,mode_soumission_electronique,support_portail
AO-2025780,Marché de prestation 780,Ministère de l'Équipement,"Rue 780, Rabat",05 37 00 00 80,05 37 00 00 80,785821,2024-10-20,52,47,49,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,10,"Planification, Coordination",Ingénieur en exploitation,5,"Gestion des opérations, Supervision",Technicien spécialisé,5,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025781,Marché de prestation 781,Ministère de l'Équipement,"Rue 781, Rabat",05 37 00 00 81,05 37 00 00 81,950987,2024-06-19,141,15,22,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,8,"Planification, Coordination",Ingénieur en exploitation,15,"Gestion des opérations, Supervision",Technicien spécialisé,8,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025782,Marché de prestation 782,Ministère de l'Équipement,"Rue 782, Rabat",05 37 00 00 82,05 37 00 00 82,3335794,2024-03-27,155,27,46,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,11,"Planification, Coordination",Ingénieur en exploitation,15,"Gestion des opérations, Supervision",Technicien spécialisé,9,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025783,Marché de prestation 783,Ministère de l'Équipement,"Rue 783, Rabat",05 37 00 00 83,05 37 00 00 83,228560,2024-08-25,142,16,50,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,18,"Planification, Coordination",Ingénieur en exploitation,7,"Gestion des opérations, Supervision",Technicien spécialisé,5,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025784,Marché de prestation 784,Ministère de l'Équipement,"Rue 784, Rabat",05 37 00 00 84,05 37 00 00 84,3996031,2024-07-06,105,16,25,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,8,"Planification, Coordination",Ingénieur en exploitation,5,"Gestion des opérations, Supervision",Technicien spécialisé,5,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025785,Marché de prestation 785,Ministère de l'Équipement,"Rue 785, Rabat",05 37 00 00 85,05 37 00 00 85,3148831,2024-10-17,155,38,54,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,18,"Planification, Coordination",Ingénieur en exploitation,11,"Gestion des opérations, Supervision",Technicien spécialisé,9,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025786,Marché de prestation 786,Ministère de l'Équipement,"Rue 786, Rabat",05 37 00 00 86,05 37 00 00 86,4836152,2024-10-07,40,23,35,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,17,"Planification, Coordination",Ingénieur en exploitation,13,"Gestion des opérations, Supervision",Technicien spécialisé,7,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025787,Marché de prestation 787,Ministère de l'Équipement,"Rue 787, Rabat",05 37 00 00 87,05 37 00 00 87,804053,2024-10-29,85,20,16,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,15,"Planification, Coordination",Ingénieur en exploitation,3,"Gestion des opérations, Supervision",Technicien spécialisé,8,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025788,Marché de prestation 788,Ministère de l'Équipement,"Rue 788, Rabat",05 37 00 00 88,05 37 00 00 88,4890517,2024-01-22,122,15,30,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,20,"Planification, Coordination",Ingénieur en exploitation,15,"Gestion des opérations, Supervision",Technicien spécialisé,9,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025789,Marché de prestation 789,Ministère de l'Équipement,"Rue 789, Rabat",05 37 00 00 89,05 37 00 00 89,1128556,2024-06-08,147,52,36,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,17,"Planification, Coordination",Ingénieur en exploitation,11,"Gestion des opérations, Supervision",Technicien spécialisé,3,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025790,Marché de prestation 790,Ministère de l'Équipement,"Rue 790, Rabat",05 37 00 00 90,05 37 00 00 90,1020679,2024-09-18,32,50,44,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,18,"Planification, Coordination",Ingénieur en exploitation,8,"Gestion des opérations, Supervision",Technicien spécialisé,7,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025791,Marché de prestation 791,Ministère de l'Équipement,"Rue 791, Rabat",05 37 00 00 91,05 37 00 00 91,4195527,2024-02-03,34,12,58,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,9,"Planification, Coordination",Ingénieur en exploitation,14,"Gestion des opérations, Supervision",Technicien spécialisé,4,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025792,Marché de prestation 792,Ministère de l'Équipement,"Rue 792, Rabat",05 37 00 00 92,05 37 00 00 92,2281726,2024-07-01,96,48,11,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,7,"Planification, Coordination",Ingénieur en exploitation,3,"Gestion des opérations, Supervision",Technicien spécialisé,7,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025793,Marché de prestation 793,Ministère de l'Équipement,"Rue 793, Rabat",05 37 00 00 93,05 37 00 00 93,1769789,2024-03-04,173,31,25,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,10,"Planification, Coordination",Ingénieur en exploitation,10,"Gestion des opérations, Supervision",Technicien spécialisé,8,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025794,Marché de prestation 794,Ministère de l'Équipement,"Rue 794, Rabat",05 37 00 00 94,05 37 00 00 94,2465156,2024-05-24,102,30,53,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,10,"Planification, Coordination",Ingénieur en exploitation,4,"Gestion des opérations, Supervision",Technicien spécialisé,10,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025795,Marché de prestation 795,Ministère de l'Équipement,"Rue 795, Rabat",05 37 00 00 95,05 37 00 00 95,1827087,2024-06-06,82,19,20,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,10,"Planification, Coordination",Ingénieur en exploitation,9,"Gestion des opérations, Supervision",Technicien spécialisé,3,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025796,Marché de prestation 796,Ministère de l'Équipement,"Rue 796, Rabat",05 37 00 00 96,05 37 00 00 96,3503232,2024-04-05,131,54,26,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,6,"Planification, Coordination",Ingénieur en exploitation,9,"Gestion des opérations, Supervision",Technicien spécialisé,9,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025797,Marché de prestation 797,Ministère de l'Équipement,"Rue 797, Rabat",05 37 00 00 97,05 37 00 00 97,1780989,2024-02-14,106,22,23,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,7,"Planification, Coordination",Ingénieur en exploitation,8,"Gestion des opérations, Supervision",Technicien spécialisé,10,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025798,Marché de prestation 798,Ministère de l'Équipement,"Rue 798, Rabat",05 37 00 00 98,05 37 00 00 98,203619,2024-08-28,148,45,50,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,10,"Planification, Coordination",Ingénieur en exploitation,9,"Gestion des opérations, Supervision",Technicien spécialisé,4,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025799,Marché de prestation 799,Ministère de l'Équipement,"Rue 799, Rabat",05 37 00 00 99,05 37 00 00 99,535794,2024-02-07,42,53,60,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,16,"Planification, Coordination",Ingénieur en exploitation,10,"Gestion des opérations, Supervision",Technicien spécialisé,3,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025800,Marché de prestation 800,Ministère de l'Équipement,"Rue 800, Rabat",05 37 00 00 00,05 37 00 00 00,1737231,2024-05-08,137,12,11,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,12,"Planification, Coordination",Ingénieur en exploitation,9,"Gestion des opérations, Supervision",Technicien spécialisé,10,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025801,Marché de prestation 801,Ministère de l'Équipement,"Rue 801, Rabat",05 37 00 00 01,05 37 00 00 01,2994103,2024-04-08,150,24,29,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,19,"Planification, Coordination",Ingénieur en exploitation,4,"Gestion des opérations, Supervision",Technicien spécialisé,10,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025802,Marché de prestation 802,Ministère de l'Équipement,"Rue 802, Rabat",05 37 00 00 02,05 37 00 00 02,2118022,2024-02-09,141,55,37,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,11,"Planification, Coordination",Ingénieur en exploitation,14,"Gestion des opérations, Supervision",Technicien spécialisé,3,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025803,Marché de prestation 803,Ministère de l'Équipement,"Rue 803, Rabat",05 37 00 00 03,05 37 00 00 03,136366,2024-03-28,97,26,29,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,9,"Planification, Coordination",Ingénieur en exploitation,5,"Gestion des opérations, Supervision",Technicien spécialisé,3,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025804,Marché de prestation 804,Ministère de l'Équipement,"Rue 804, Rabat",05 37 00 00 04,05 37 00 00 04,4148589,2024-09-29,161,14,26,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,18,"Planification, Coordination",Ingénieur en exploitation,7,"Gestion des opérations, Supervision",Technicien spécialisé,4,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025805,Marché de prestation 805,Ministère de l'Équipement,"Rue 805, Rabat",05 37 00 00 05,05 37 00 00 05,4039039,2024-06-10,59,47,42,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,16,"Planification, Coordination",Ingénieur en exploitation,12,"Gestion des opérations, Supervision",Technicien spécialisé,10,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025806,Marché de prestation 806,Ministère de l'Équipement,"Rue 806, Rabat",05 37 00 00 06,05 37 00 00 06,4148402,2024-06-28,57,36,18,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,7,"Planification, Coordination",Ingénieur en exploitation,11,"Gestion des opérations, Supervision",Technicien spécialisé,10,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025807,Marché de prestation 807,Ministère de l'Équipement,"Rue 807, Rabat",05 37 00 00 07,05 37 00 00 07,4479359,2024-11-28,144,48,46,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,18,"Planification, Coordination",Ingénieur en exploitation,15,"Gestion des opérations, Supervision",Technicien spécialisé,10,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025808,Marché de prestation 808,Ministère de l'Équipement,"Rue 808, Rabat",05 37 00 00 08,05 37 00 00 08,1226928,2024-03-24,178,33,51,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,11,"Planification, Coordination",Ingénieur en exploitation,3,"Gestion des opérations, Supervision",Technicien spécialisé,10,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025809,Marché de prestation 809,Ministère de l'Équipement,"Rue 809, Rabat",05 37 00 00 09,05 37 00 00 09,1853767,2024-06-12,53,20,16,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,18,"Planification, Coordination",Ingénieur en exploitation,10,"Gestion des opérations, Supervision",Technicien spécialisé,10,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025810,Marché de prestation 810,Ministère de l'Équipement,"Rue 810, Rabat",05 37 00 00 10,05 37 00 00 10,3430152,2024-12-03,116,26,57,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,13,"Planification, Coordination",Ingénieur en exploitation,7,"Gestion des opérations, Supervision",Technicien spécialisé,3,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025811,Marché de prestation 811,Ministère de l'Équipement,"Rue 811, Rabat",05 37 00 00 11,05 37 00 00 11,4025924,2024-03-04,63,34,14,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,13,"Planification, Coordination",Ingénieur en exploitation,8,"Gestion des opérations, Supervision",Technicien spécialisé,4,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2025812,Marché de prestation 812,Ministère de l'Équipement,"Rue 812, Rabat",05 37 00 00 12,05 37 00 00 12,4584939,2024-03-07,128,21,13,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,17,"Planification, Coordination",Ingénieur en exploitation,7,"Gestion des opérations, Supervision",Technicien spécialisé,5,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
